65	524	29762
41	330	29762
53	427	29762
53	427	30125
65	524	30125
41	330	30125
60	483	30126
36	290	30126
48	387	30126
60	483	30653
36	290	30653
48	387	30653
60	483	30653
36	290	30653
48	387	30653
60	483	31178
36	290	31178
48	387	31178
58	467	31180
70	564	31180
46	370	31180
70	564	31543
46	370	31543
58	467	31543
47	378	31543
59	475	31543
71	572	31543
71	572	31894
47	378	31894
59	475	31894
72	580	31894
48	387	31894
60	483	31894
72	580	32420
48	387	32420
60	483	32420
72	580	32420
48	387	32420
60	483	32420
72	580	32960
48	387	32960
60	483	32960
63	507	32960
75	604	32960
51	411	32960
75	604	33311
51	411	33311
63	507	33311
77	620	33311
53	427	33311
65	524	33311
77	620	33662
53	427	33662
65	524	33662
72	580	33663
48	387	33663
60	483	33663
72	580	34201
48	387	34201
60	483	34201
48	387	34202
60	483	34202
72	580	34202
72	580	34728
48	387	34728
60	483	34728
65	524	34729
41	330	34729
53	427	34729
65	524	35079
41	330	35079
53	427	35079
66	532	35080
42	338	35080
54	435	35080
42	338	35430
54	435	35430
66	532	35430
67	540	35431
43	346	35431
55	443	35431
67	540	35969
43	346	35969
55	443	35969
67	540	35969
43	346	35969
55	443	35969
67	540	36497
43	346	36497
55	443	36497
46	370	36497
58	467	36497
70	564	36497
70	564	36847
46	370	36847
58	467	36847
48	387	36849
60	483	36849
72	580	36849
72	580	37211
48	387	37211
60	483	37211
43	346	37212
55	443	37212
67	540	37212
67	540	37739
43	346	37739
55	443	37739
55	443	37739
67	540	37739
43	346	37739
43	346	38264
55	443	38264
67	540	38264
65	524	38266
41	330	38266
53	427	38266
65	524	38629
41	330	38629
53	427	38629
42	338	38629
54	435	38629
66	532	38629
42	338	38980
54	435	38980
66	532	38980
67	540	38980
43	346	38980
55	443	38980
55	443	39506
67	540	39506
43	346	39506
67	540	39506
43	346	39506
55	443	39506
43	346	39681
55	443	39681
43	346	39683
55	443	39683
55	443	40046
67	540	40046
43	346	40046
58	467	40046
70	564	40046
46	370	40046
70	564	40397
46	370	40397
58	467	40397
48	387	40397
60	483	40397
72	580	40397
72	580	40748
48	387	40748
60	483	40748
55	443	40749
67	540	40749
43	346	40749
43	346	41287
55	443	41287
67	540	41287
67	540	41288
43	346	41288
55	443	41288
67	540	41814
43	346	41814
55	443	41814
65	524	41815
41	330	41815
53	427	41815
65	524	42165
41	330	42165
53	427	42165
42	338	42166
54	435	42166
66	532	42166
66	532	42516
42	338	42516
54	435	42516
63	507	42517
39	314	42517
51	411	42517
39	314	42880
51	411	42880
63	507	43055
63	507	43055
39	314	43055
51	411	43055
63	507	43583
39	314	43583
51	411	43583
64	516	43583
40	322	43583
52	419	43583
52	419	43933
64	516	43933
40	322	43933
42	338	43935
54	435	43935
66	532	43935
66	532	44298
42	338	44298
54	435	44298
63	507	44298
39	314	44298
51	411	44298
39	314	44649
51	411	44649
63	507	44825
63	507	44826
39	314	44826
51	411	44826
51	411	45350
63	507	45350
39	314	45350
64	516	45352
40	322	45352
52	419	45352
64	516	45715
40	322	45715
52	419	45715
66	532	45715
42	338	45715
54	435	45715
42	338	46066
54	435	46066
66	532	46066
63	507	46066
51	411	46066
63	507	46417
51	411	46417
7	56	46487
7	56	46487
7	56	49579
7	56	49579
67	540	49603
43	346	49603
55	443	49603
67	540	50141
43	346	50141
55	443	50141
67	540	50141
43	346	50141
55	443	50141
67	540	50669
43	346	50669
55	443	50669
70	564	50669
46	370	50669
58	467	50669
70	564	51019
46	370	51019
58	467	51019
48	387	51021
60	483	51021
48	387	51384
60	483	51384
67	540	51384
43	346	51384
55	443	51384
67	540	51911
43	346	51911
55	443	51911
67	540	51912
43	346	51912
55	443	51912
67	540	52436
43	346	52436
55	443	52436
65	524	52438
41	330	52438
53	427	52438
65	524	52801
41	330	52801
53	427	52801
66	532	52801
42	338	52801
54	435	52801
66	532	53152
42	338	53152
54	435	53152
67	540	53152
43	346	53152
55	443	53152
55	443	53678
67	540	53678
43	346	53678
67	540	53678
43	346	53678
55	443	53678
43	346	53853
55	443	53853
43	346	53855
55	443	53855
55	443	54218
67	540	54218
43	346	54218
70	564	54218
46	370	54218
58	467	54218
70	564	54569
46	370	54569
58	467	54569
48	387	54570
60	483	54570
48	387	54920
60	483	54920
67	540	54921
43	346	54921
55	443	54921
67	540	55459
43	346	55459
55	443	55459
67	540	55460
43	346	55460
55	443	55460
67	540	55986
43	346	55986
55	443	55986
65	524	55987
41	330	55987
53	427	55987
41	330	56338
53	427	56338
65	524	56338
66	532	56338
42	338	56338
54	435	56338
54	435	56688
66	532	56688
42	338	56688
55	443	56690
67	540	56690
43	346	56690
67	540	57227
43	346	57227
55	443	57227
67	540	57228
43	346	57228
55	443	57228
67	540	57755
43	346	57755
55	443	57755
70	564	57755
46	370	57755
58	467	57755
46	370	58105
58	467	58105
70	564	58105
48	387	58107
60	483	58107
48	387	58470
60	483	58470
67	540	58470
43	346	58470
55	443	58470
67	540	58997
43	346	58997
55	443	58997
67	540	58998
43	346	58998
55	443	58998
67	540	59522
43	346	59522
55	443	59522
65	524	59524
41	330	59524
53	427	59524
41	330	59887
53	427	59887
65	524	59887
54	435	59887
66	532	59887
42	338	59887
66	532	60238
42	338	60238
54	435	60238
67	540	60238
43	346	60238
55	443	60238
55	443	60764
67	540	60764
43	346	60764
43	346	60764
55	443	60764
67	540	60764
43	346	60939
55	443	60939
43	346	60941
55	443	60941
67	540	61304
43	346	61304
55	443	61304
46	370	61304
58	467	61304
70	564	61304
70	564	61655
46	370	61655
58	467	61655
48	387	61656
60	483	61656
48	387	62007
60	483	62007
67	540	62007
43	346	62007
55	443	62007
43	346	62546
55	443	62546
67	540	62546
67	540	62546
43	346	62546
55	443	62546
67	540	63073
43	346	63073
55	443	63073
65	524	63073
41	330	63073
53	427	63073
41	330	63424
53	427	63424
65	524	63424
42	338	63424
54	435	63424
66	532	63424
66	532	63774
42	338	63774
54	435	63774
67	540	63776
43	346	63776
55	443	63776
55	443	64313
67	540	64313
43	346	64313
67	540	64314
43	346	64314
55	443	64314
67	540	64841
43	346	64841
55	443	64841
70	564	64841
46	370	64841
58	467	64841
70	564	65191
46	370	65191
58	467	65191
48	387	65193
60	483	65193
48	387	65556
60	483	65556
43	346	65556
55	443	65556
67	540	65556
67	540	66083
43	346	66083
55	443	66083
67	540	66084
43	346	66084
55	443	66084
43	346	66608
55	443	66608
67	540	66608
53	427	66610
65	524	66610
41	330	66610
65	524	66973
41	330	66973
53	427	66973
66	532	66973
42	338	66973
54	435	66973
42	338	67324
54	435	67324
66	532	67324
43	346	67325
55	443	67325
67	540	67325
67	540	67850
43	346	67850
55	443	67850
67	540	67850
43	346	67850
55	443	67850
43	346	68026
55	443	68026
43	346	68027
55	443	68027
67	540	68390
43	346	68390
55	443	68390
70	564	68391
46	370	68391
58	467	68391
70	564	68741
46	370	68741
58	467	68741
48	387	68742
60	483	68742
48	387	69093
60	483	69093
67	540	69093
43	346	69093
55	443	69093
67	540	69632
43	346	69632
55	443	69632
67	540	69632
43	346	69632
55	443	69632
67	540	70159
43	346	70159
55	443	70159
65	524	70159
41	330	70159
53	427	70159
65	524	70510
41	330	70510
53	427	70510
66	532	70510
42	338	70510
54	435	70510
54	435	70860
66	532	70860
42	338	70860
67	540	70862
43	346	70862
55	443	70862
67	540	71399
43	346	71399
55	443	71399
67	540	71400
43	346	71400
55	443	71400
67	540	71927
43	346	71927
55	443	71927
70	564	71927
46	370	71927
58	467	71927
70	564	72277
46	370	72277
58	467	72277
60	483	72279
72	580	72279
48	387	72279
72	580	72642
48	387	72642
60	483	72642
55	443	72642
67	540	72642
43	346	72642
55	443	73170
67	540	73170
43	346	73170
55	443	73170
67	540	73170
43	346	73170
67	540	73694
43	346	73694
55	443	73694
65	524	73696
41	330	73696
53	427	73696
65	524	74059
41	330	74059
53	427	74059
42	338	74059
54	435	74059
66	532	74059
42	338	74410
54	435	74410
66	532	74410
60	483	74411
72	580	74411
48	387	74411
72	580	74936
48	387	74936
60	483	74936
72	580	74937
48	387	74937
60	483	74937
72	580	75476
48	387	75476
60	483	75476
51	411	75477
63	507	75477
75	604	75477
63	507	75827
75	604	75827
51	411	75827
77	620	75828
53	427	75828
65	524	75828
77	620	76179
53	427	76179
65	524	76179
72	580	76179
48	387	76179
60	483	76179
60	483	76718
72	580	76718
48	387	76718
72	580	76718
48	387	76718
60	483	76718
72	580	77245
48	387	77245
60	483	77245
70	564	77245
46	370	77245
58	467	77245
70	564	77596
46	370	77596
58	467	77596
59	475	77596
71	572	77596
47	378	77596
71	572	77946
47	378	77946
59	475	77946
48	387	77948
60	483	77948
72	580	77948
72	580	78485
48	387	78485
60	483	78485
72	580	78486
48	387	78486
60	483	78486
72	580	79013
48	387	79013
60	483	79013
75	604	79013
51	411	79013
63	507	79013
75	604	79363
51	411	79363
63	507	79363
77	620	79365
53	427	79365
65	524	79365
77	620	79728
53	427	79728
65	524	79728
72	580	79728
48	387	79728
60	483	79728
72	580	80256
48	387	80256
60	483	80256
72	580	80256
48	387	80256
60	483	80256
72	580	80780
48	387	80780
60	483	80780
65	524	80782
41	330	80782
53	427	80782
65	524	81145
41	330	81145
53	427	81145
42	338	81145
54	435	81145
66	532	81145
66	532	81496
42	338	81496
54	435	81496
67	540	81497
43	346	81497
55	443	81497
67	540	82022
43	346	82022
55	443	82022
67	540	82023
43	346	82023
55	443	82023
67	540	82562
43	346	82562
55	443	82562
46	370	82563
58	467	82563
70	564	82563
46	370	82914
58	467	82914
70	564	82914
72	580	82914
48	387	82914
60	483	82914
72	580	83265
48	387	83265
60	483	83265
55	443	83265
67	540	83265
43	346	83265
67	540	83804
43	346	83804
55	443	83804
67	540	83804
43	346	83804
55	443	83804
67	540	84331
43	346	84331
55	443	84331
65	524	84331
41	330	84331
53	427	84331
53	427	84682
65	524	84682
41	330	84682
66	532	84682
42	338	84682
54	435	84682
66	532	85032
42	338	85032
54	435	85032
67	540	85034
43	346	85034
55	443	85034
67	540	85572
43	346	85572
55	443	85572
67	540	85572
43	346	85572
55	443	85572
67	540	86099
43	346	86099
55	443	86099
70	564	86100
46	370	86100
58	467	86100
70	564	86449
46	370	86449
58	467	86449
72	580	86451
48	387	86451
72	580	86814
48	387	86814
63	507	86814
75	604	86814
39	314	86814
51	411	86814
63	507	87165
75	604	87165
39	314	87165
51	411	87165
75	604	87342
39	314	87342
63	507	87342
51	411	87342
63	507	87867
75	604	87867
39	314	87867
51	411	87867
64	516	87868
76	612	87868
40	322	87868
52	419	87868
64	516	88231
76	612	88231
40	322	88231
52	419	88231
42	338	88232
66	532	88232
78	628	88232
54	435	88232
66	532	88582
78	628	88582
42	338	88582
54	435	88582
63	507	88583
75	604	88583
39	314	88583
51	411	88583
63	507	88934
75	604	88934
39	314	88934
51	411	88934
63	507	89109
75	604	89109
39	314	89109
51	411	89109
63	507	89648
75	604	89648
39	314	89648
51	411	89648
40	322	89649
76	612	89649
52	419	89649
64	516	89649
64	516	90000
76	612	90000
40	322	90000
52	419	90000
66	532	90000
78	628	90000
42	338	90000
54	435	90000
78	628	90351
54	435	90351
42	338	90351
66	532	90351
75	604	90351
39	314	90351
63	507	90351
51	411	90351
63	507	90701
75	604	90701
39	314	90701
51	411	90701
75	604	90890
51	411	90890
39	314	90890
63	507	90890
63	507	91417
75	604	91417
39	314	91417
51	411	91417
64	516	91417
76	612	91417
40	322	91417
52	419	91417
64	516	91768
76	612	91768
40	322	91768
52	419	91768
78	628	91768
42	338	91768
66	532	91768
54	435	91768
66	532	92118
78	628	92118
42	338	92118
54	435	92118
75	604	92120
51	411	92120
75	604	92483
51	411	92483
7	56	92546
7	56	92546
7	56	94221
7	56	94221
42	338	94252
66	532	94252
78	628	94252
54	435	94252
66	532	94602
78	628	94602
42	338	94602
54	435	94602
68	548	94603
80	645	94603
44	354	94603
56	451	94603
68	548	95669
80	645	95669
44	354	95669
56	451	95669
79	636	95669
55	443	95669
79	636	95754
55	443	95754
65	524	95760
77	620	95760
41	330	95760
53	427	95760
65	524	95840
41	330	95840
77	620	95845
53	427	95845
64	516	95845
40	322	95845
50	403	95845
74	596	95845
64	516	95926
40	322	95926
74	596	95931
50	403	95931
62	499	95931
72	580	95931
38	306	95931
48	387	95931
62	499	96015
38	306	96015
72	580	96020
48	387	96020
69	556	96020
36	290	96020
45	362	96020
60	483	96020
47	378	96020
71	572	96020
60	483	96103
69	556	96103
36	290	96103
45	362	96103
71	572	96109
47	378	96109
59	475	96109
35	282	96109
59	475	96189
35	282	96189
67	540	96195
43	346	96195
67	540	96359
43	346	96359
7	56	96444
7	56	96444
47	378	97788
